ID,Titre,Plateforme,Objectif,Portee,Engagement,Partages,Commentaires,Messages,RDV,Score Engagement,Score Portee,Score Conversion,Score RDV,Score Global,Note,Recommandation
159,Comment choisir une monture selon la forme de son visage (édition Yopougon),Facebook,Vente,,,,,,,"=IFERROR(ROUND(((F160+G160+H160)/MAX(E160,1))*100,1),0)","=IFERROR(ROUND((E160/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I160/MAX(E160,1))*100,1),0)","=IFERROR(ROUND((J160/MAX(I160,1))*100,1),0)","=ROUND(K160*0.3+L160*0.2+M160*0.25+N160*0.25,1)","=IFS(O160>=80,""A"",O160>=60,""B"",O160>=40,""C"",O160>=20,""D"",TRUE,""E"")","=IFS(P160=""A"",""À reproduire"",OR(P160=""B"",P160=""C""),""À optimiser"",TRUE,""À abandonner"")"
160,Les coulisses d'un essayage réussi (édition Yopougon),Facebook,Confiance/Conversion,,,,,,,"=IFERROR(ROUND(((F161+G161+H161)/MAX(E161,1))*100,1),0)","=IFERROR(ROUND((E161/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I161/MAX(E161,1))*100,1),0)","=IFERROR(ROUND((J161/MAX(I161,1))*100,1),0)","=ROUND(K161*0.3+L161*0.2+M161*0.25+N161*0.25,1)","=IFS(O161>=80,""A"",O161>=60,""B"",O161>=40,""C"",O161>=20,""D"",TRUE,""E"")","=IFS(P161=""A"",""À reproduire"",OR(P161=""B"",P161=""C""),""À optimiser"",TRUE,""À abandonner"")"
161,La lumière bleue : mythe ou vrai danger ? (édition Yopougon),Instagram,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F162+G162+H162)/MAX(E162,1))*100,1),0)","=IFERROR(ROUND((E162/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I162/MAX(E162,1))*100,1),0)","=IFERROR(ROUND((J162/MAX(I162,1))*100,1),0)","=ROUND(K162*0.3+L162*0.2+M162*0.25+N162*0.25,1)","=IFS(O162>=80,""A"",O162>=60,""B"",O162>=40,""C"",O162>=20,""D"",TRUE,""E"")","=IFS(P162=""A"",""À reproduire"",OR(P162=""B"",P162=""C""),""À optimiser"",TRUE,""À abandonner"")"
162,À quel âge faire le premier bilan de vue de son enfant (édition Yopougon),TikTok,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F163+G163+H163)/MAX(E163,1))*100,1),0)","=IFERROR(ROUND((E163/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I163/MAX(E163,1))*100,1),0)","=IFERROR(ROUND((J163/MAX(I163,1))*100,1),0)","=ROUND(K163*0.3+L163*0.2+M163*0.25+N163*0.25,1)","=IFS(O163>=80,""A"",O163>=60,""B"",O163>=40,""C"",O163>=20,""D"",TRUE,""E"")","=IFS(P163=""A"",""À reproduire"",OR(P163=""B"",P163=""C""),""À optimiser"",TRUE,""À abandonner"")"
163,Besoin de nouvelles lunettes ? Écrivez-nous sur WhatsApp (édition Yopougon),WhatsApp Business,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F164+G164+H164)/MAX(E164,1))*100,1),0)","=IFERROR(ROUND((E164/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I164/MAX(E164,1))*100,1),0)","=IFERROR(ROUND((J164/MAX(I164,1))*100,1),0)","=ROUND(K164*0.3+L164*0.2+M164*0.25+N164*0.25,1)","=IFS(O164>=80,""A"",O164>=60,""B"",O164>=40,""C"",O164>=20,""D"",TRUE,""E"")","=IFS(P164=""A"",""À reproduire"",OR(P164=""B"",P164=""C""),""À optimiser"",TRUE,""À abandonner"")"
164,Nouvelle collection : les montures tendance de la saison (édition Yopougon),TikTok,Vente,,,,,,,"=IFERROR(ROUND(((F165+G165+H165)/MAX(E165,1))*100,1),0)","=IFERROR(ROUND((E165/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I165/MAX(E165,1))*100,1),0)","=IFERROR(ROUND((J165/MAX(I165,1))*100,1),0)","=ROUND(K165*0.3+L165*0.2+M165*0.25+N165*0.25,1)","=IFS(O165>=80,""A"",O165>=60,""B"",O165>=40,""C"",O165>=20,""D"",TRUE,""E"")","=IFS(P165=""A"",""À reproduire"",OR(P165=""B"",P165=""C""),""À optimiser"",TRUE,""À abandonner"")"
165,Pourquoi nos clients reviennent (et reviennent encore) (édition Yopougon),LinkedIn,Confiance/Conversion,,,,,,,"=IFERROR(ROUND(((F166+G166+H166)/MAX(E166,1))*100,1),0)","=IFERROR(ROUND((E166/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I166/MAX(E166,1))*100,1),0)","=IFERROR(ROUND((J166/MAX(I166,1))*100,1),0)","=ROUND(K166*0.3+L166*0.2+M166*0.25+N166*0.25,1)","=IFS(O166>=80,""A"",O166>=60,""B"",O166>=40,""C"",O166>=20,""D"",TRUE,""E"")","=IFS(P166=""A"",""À reproduire"",OR(P166=""B"",P166=""C""),""À optimiser"",TRUE,""À abandonner"")"
166,"Près de chez vous, des experts à votre écoute",Instagram,Notoriété locale,,,,,,,"=IFERROR(ROUND(((F167+G167+H167)/MAX(E167,1))*100,1),0)","=IFERROR(ROUND((E167/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I167/MAX(E167,1))*100,1),0)","=IFERROR(ROUND((J167/MAX(I167,1))*100,1),0)","=ROUND(K167*0.3+L167*0.2+M167*0.25+N167*0.25,1)","=IFS(O167>=80,""A"",O167>=60,""B"",O167>=40,""C"",O167>=20,""D"",TRUE,""E"")","=IFS(P167=""A"",""À reproduire"",OR(P167=""B"",P167=""C""),""À optimiser"",TRUE,""À abandonner"")"
167,Votre enfant plisse les yeux : faut-il s'inquiéter ? (édition Yopougon),Facebook,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F168+G168+H168)/MAX(E168,1))*100,1),0)","=IFERROR(ROUND((E168/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I168/MAX(E168,1))*100,1),0)","=IFERROR(ROUND((J168/MAX(I168,1))*100,1),0)","=ROUND(K168*0.3+L168*0.2+M168*0.25+N168*0.25,1)","=IFS(O168>=80,""A"",O168>=60,""B"",O168>=40,""C"",O168>=20,""D"",TRUE,""E"")","=IFS(P168=""A"",""À reproduire"",OR(P168=""B"",P168=""C""),""À optimiser"",TRUE,""À abandonner"")"
168,Forfait verres progressifs : confort et clarté (édition Yopougon),Instagram,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F169+G169+H169)/MAX(E169,1))*100,1),0)","=IFERROR(ROUND((E169/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I169/MAX(E169,1))*100,1),0)","=IFERROR(ROUND((J169/MAX(I169,1))*100,1),0)","=ROUND(K169*0.3+L169*0.2+M169*0.25+N169*0.25,1)","=IFS(O169>=80,""A"",O169>=60,""B"",O169>=40,""C"",O169>=20,""D"",TRUE,""E"")","=IFS(P169=""A"",""À reproduire"",OR(P169=""B"",P169=""C""),""À optimiser"",TRUE,""À abandonner"")"
169,Verres progressifs : voir de près et de loin sans changer de lunettes (édition Yopougon),Instagram,Vente,,,,,,,"=IFERROR(ROUND(((F170+G170+H170)/MAX(E170,1))*100,1),0)","=IFERROR(ROUND((E170/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I170/MAX(E170,1))*100,1),0)","=IFERROR(ROUND((J170/MAX(I170,1))*100,1),0)","=ROUND(K170*0.3+L170*0.2+M170*0.25+N170*0.25,1)","=IFS(O170>=80,""A"",O170>=60,""B"",O170>=40,""C"",O170>=20,""D"",TRUE,""E"")","=IFS(P170=""A"",""À reproduire"",OR(P170=""B"",P170=""C""),""À optimiser"",TRUE,""À abandonner"")"
170,Témoignage : un pro des écrans enfin soulagé (édition Yopougon),Instagram,Confiance/Conversion,,,,,,,"=IFERROR(ROUND(((F171+G171+H171)/MAX(E171,1))*100,1),0)","=IFERROR(ROUND((E171/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I171/MAX(E171,1))*100,1),0)","=IFERROR(ROUND((J171/MAX(I171,1))*100,1),0)","=ROUND(K171*0.3+L171*0.2+M171*0.25+N171*0.25,1)","=IFS(O171>=80,""A"",O171>=60,""B"",O171>=40,""C"",O171>=20,""D"",TRUE,""E"")","=IFS(P171=""A"",""À reproduire"",OR(P171=""B"",P171=""C""),""À optimiser"",TRUE,""À abandonner"")"
171,Pourquoi vous voyez flou le soir (édition Yopougon),Facebook,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F172+G172+H172)/MAX(E172,1))*100,1),0)","=IFERROR(ROUND((E172/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I172/MAX(E172,1))*100,1),0)","=IFERROR(ROUND((J172/MAX(I172,1))*100,1),0)","=ROUND(K172*0.3+L172*0.2+M172*0.25+N172*0.25,1)","=IFS(O172>=80,""A"",O172>=60,""B"",O172>=40,""C"",O172>=20,""D"",TRUE,""E"")","=IFS(P172=""A"",""À reproduire"",OR(P172=""B"",P172=""C""),""À optimiser"",TRUE,""À abandonner"")"
172,Vision de près qui baisse après 40 ans : la presbytie expliquée (édition Yopougon),LinkedIn,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F173+G173+H173)/MAX(E173,1))*100,1),0)","=IFERROR(ROUND((E173/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I173/MAX(E173,1))*100,1),0)","=IFERROR(ROUND((J173/MAX(I173,1))*100,1),0)","=ROUND(K173*0.3+L173*0.2+M173*0.25+N173*0.25,1)","=IFS(O173>=80,""A"",O173>=60,""B"",O173>=40,""C"",O173>=20,""D"",TRUE,""E"")","=IFS(P173=""A"",""À reproduire"",OR(P173=""B"",P173=""C""),""À optimiser"",TRUE,""À abandonner"")"
173,Dépistage : et si vous faisiez vérifier votre vue ? (édition Yopougon),Facebook,RDV/Vente,,,,,,,"=IFERROR(ROUND(((F174+G174+H174)/MAX(E174,1))*100,1),0)","=IFERROR(ROUND((E174/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I174/MAX(E174,1))*100,1),0)","=IFERROR(ROUND((J174/MAX(I174,1))*100,1),0)","=ROUND(K174*0.3+L174*0.2+M174*0.25+N174*0.25,1)","=IFS(O174>=80,""A"",O174>=60,""B"",O174>=40,""C"",O174>=20,""D"",TRUE,""E"")","=IFS(P174=""A"",""À reproduire"",OR(P174=""B"",P174=""C""),""À optimiser"",TRUE,""À abandonner"")"
174,"Les verres anti-lumière bleue, pour qui ? (édition Yopougon)",Facebook,Vente,,,,,,,"=IFERROR(ROUND(((F175+G175+H175)/MAX(E175,1))*100,1),0)","=IFERROR(ROUND((E175/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I175/MAX(E175,1))*100,1),0)","=IFERROR(ROUND((J175/MAX(I175,1))*100,1),0)","=ROUND(K175*0.3+L175*0.2+M175*0.25+N175*0.25,1)","=IFS(O175>=80,""A"",O175>=60,""B"",O175>=40,""C"",O175>=20,""D"",TRUE,""E"")","=IFS(P175=""A"",""À reproduire"",OR(P175=""B"",P175=""C""),""À optimiser"",TRUE,""À abandonner"")"
175,Mythe : « porter des lunettes rend dépendant » (édition Yopougon),Facebook,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F176+G176+H176)/MAX(E176,1))*100,1),0)","=IFERROR(ROUND((E176/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I176/MAX(E176,1))*100,1),0)","=IFERROR(ROUND((J176/MAX(I176,1))*100,1),0)","=ROUND(K176*0.3+L176*0.2+M176*0.25+N176*0.25,1)","=IFS(O176>=80,""A"",O176>=60,""B"",O176>=40,""C"",O176>=20,""D"",TRUE,""E"")","=IFS(P176=""A"",""À reproduire"",OR(P176=""B"",P176=""C""),""À optimiser"",TRUE,""À abandonner"")"
176,Combien de temps dure une bonne paire de verres (édition Yopougon),LinkedIn,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F177+G177+H177)/MAX(E177,1))*100,1),0)","=IFERROR(ROUND((E177/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I177/MAX(E177,1))*100,1),0)","=IFERROR(ROUND((J177/MAX(I177,1))*100,1),0)","=ROUND(K177*0.3+L177*0.2+M177*0.25+N177*0.25,1)","=IFS(O177>=80,""A"",O177>=60,""B"",O177>=40,""C"",O177>=20,""D"",TRUE,""E"")","=IFS(P177=""A"",""À reproduire"",OR(P177=""B"",P177=""C""),""À optimiser"",TRUE,""À abandonner"")"
177,"Astigmatisme, myopie, hypermétropie : la différence simple (édition Yopougon)",Instagram,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F178+G178+H178)/MAX(E178,1))*100,1),0)","=IFERROR(ROUND((E178/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I178/MAX(E178,1))*100,1),0)","=IFERROR(ROUND((J178/MAX(I178,1))*100,1),0)","=ROUND(K178*0.3+L178*0.2+M178*0.25+N178*0.25,1)","=IFS(O178>=80,""A"",O178>=60,""B"",O178>=40,""C"",O178>=20,""D"",TRUE,""E"")","=IFS(P178=""A"",""À reproduire"",OR(P178=""B"",P178=""C""),""À optimiser"",TRUE,""À abandonner"")"
178,Pourquoi se frotter les yeux est une mauvaise idée (édition Yopougon),TikTok,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F179+G179+H179)/MAX(E179,1))*100,1),0)","=IFERROR(ROUND((E179/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I179/MAX(E179,1))*100,1),0)","=IFERROR(ROUND((J179/MAX(I179,1))*100,1),0)","=ROUND(K179*0.3+L179*0.2+M179*0.25+N179*0.25,1)","=IFS(O179>=80,""A"",O179>=60,""B"",O179>=40,""C"",O179>=20,""D"",TRUE,""E"")","=IFS(P179=""A"",""À reproduire"",OR(P179=""B"",P179=""C""),""À optimiser"",TRUE,""À abandonner"")"
179,La règle 20-20-20 pour reposer ses yeux (édition Yopougon),Facebook,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F180+G180+H180)/MAX(E180,1))*100,1),0)","=IFERROR(ROUND((E180/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I180/MAX(E180,1))*100,1),0)","=IFERROR(ROUND((J180/MAX(I180,1))*100,1),0)","=ROUND(K180*0.3+L180*0.2+M180*0.25+N180*0.25,1)","=IFS(O180>=80,""A"",O180>=60,""B"",O180>=40,""C"",O180>=20,""D"",TRUE,""E"")","=IFS(P180=""A"",""À reproduire"",OR(P180=""B"",P180=""C""),""À optimiser"",TRUE,""À abandonner"")"
180,Conduire de nuit devient difficile : ce que ça révèle (édition Yopougon),LinkedIn,Notoriété/Expertise,,,,,,,"=IFERROR(ROUND(((F181+G181+H181)/MAX(E181,1))*100,1),0)","=IFERROR(ROUND((E181/MAX(MAX($E$2:$E$181),1))*100,1),0)","=IFERROR(ROUND((I181/MAX(E181,1))*100,1),0)","=IFERROR(ROUND((J181/MAX(I181,1))*100,1),0)","=ROUND(K181*0.3+L181*0.2+M181*0.25+N181*0.25,1)","=IFS(O181>=80,""A"",O181>=60,""B"",O181>=40,""C"",O181>=20,""D"",TRUE,""E"")","=IFS(P181=""A"",""À reproduire"",OR(P181=""B"",P181=""C""),""À optimiser"",TRUE,""À abandonner"")"
